1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
2	2	2
2	2	2
2	2	2
2	2	3
2	2	2
2	2	3
2	2	2
2	2	3
2	2	2
2	2	2
3	3	4
3	3	4
3	3	3
3	3	3
3	3	3
3	3	6
3	3	5
3	3	4
3	3	3
3	3	4
4	4	6
4	4	5
4	4	4
4	4	5
4	4	4
4	4	5
4	4	4
4	4	5
4	4	5
4	4	5
5	5	7
5	5	6
5	5	7
5	5	7
5	5	5
5	5	5
5	5	7
5	5	5
5	5	5
5	5	7
6	6	7
6	6	7
6	6	7
6	6	7
6	6	6
6	6	6
6	6	11
6	6	6
6	6	6
6	6	9
7	7	7
7	7	8
7	7	13
7	7	7
7	7	11
7	7	11
7	7	10
7	7	10
7	7	9
7	7	7
8	8	15
8	8	8
8	8	8
8	8	9
8	8	10
8	8	11
8	8	9
8	8	12
8	8	9
8	8	9
9	9	16
9	9	16
9	9	14
9	9	13
9	9	10
9	9	14
9	9	9
9	9	15
9	9	13
9	9	16
10	10	15
10	10	13
10	10	14
10	10	10
10	10	12
10	10	12
10	10	16
10	10	14
10	10	12
10	10	13
20	20	32
20	20	25
20	20	30
20	20	28
20	20	33
20	20	28
20	20	22
20	20	28
20	20	23
20	20	33
30	30	47
30	30	50
30	30	40
30	30	44
30	30	45
30	30	45
30	30	37
30	30	37
30	30	40
30	30	36
40	40	52
40	40	49
40	40	51
40	40	53
40	40	55
40	40	58
40	40	59
40	40	54
40	40	54
40	40	53
50	50	66
50	50	70
50	50	65
50	50	74
50	50	76
50	50	63
50	50	66
50	50	67
50	50	69
50	50	69
60	60	77
60	60	93
60	60	74
60	60	92
60	60	77
60	60	84
60	60	80
60	60	90
60	60	72
60	60	76
70	70	93
70	70	97
70	70	109
70	70	99
70	70	92
70	70	99
70	70	93
70	70	93
70	70	102
70	70	93
80	80	117
80	80	116
80	80	113
80	80	100
80	80	106
80	80	112
80	80	118
80	80	98
80	80	100
80	80	106
90	90	126
90	90	119
90	90	124
90	90	115
90	90	118
90	90	107
90	90	117
90	90	119
90	90	128
90	90	126
100	100	139
100	100	143
100	100	138
100	100	141
100	100	127
100	100	143
100	100	149
100	100	143
100	100	138
100	100	138
200	200	272
200	200	284
200	200	287
200	200	253
200	200	259
200	200	273
200	200	264
200	200	268
200	200	280
200	200	272
300	300	424
300	299	400
300	300	441
300	300	425
300	300	400
300	300	407
300	300	404
300	300	440
300	300	421
300	300	421
400	400	558
400	400	529
400	400	518
400	400	587
400	400	523
400	400	537
400	400	537
400	400	528
400	399	561
400	400	560
500	500	661
500	500	692
500	500	689
500	499	708
500	500	703
500	500	685
500	500	698
500	500	692
500	500	682
500	500	682
600	600	846
600	600	866
600	600	831
600	600	873
600	599	826
600	600	814
600	600	826
600	600	820
600	600	825
600	600	814
700	699	960
700	699	994
700	699	958
700	700	974
700	700	956
700	699	950
700	700	940
700	700	980
700	700	952
700	700	972
800	799	1064
800	799	1113
800	799	1123
800	800	1166
800	799	1119
800	800	1103
800	800	1098
800	800	1116
800	800	1081
800	799	1100
900	900	1257
900	899	1284
900	900	1211
900	900	1259
900	900	1247
900	899	1242
900	899	1245
900	900	1215
900	900	1216
900	900	1265
1000	1000	1320
1000	1000	1405
1000	999	1392
1000	1000	1376
1000	999	1436
1000	999	1377
1000	1000	1371
1000	1000	1349
1000	999	1418
1000	999	1401
2000	2000	2811
2000	2000	2764
2000	1999	2824
2000	2000	2748
2000	2001	2789
2000	2001	2710
2000	1999	2785
2000	2000	2747
2000	2001	2732
2000	2000	2816
3000	2999	4087
3000	3000	4181
3000	3000	4209
3000	3003	4194
3000	3000	4179
3000	3000	4106
3000	2999	4117
3000	3000	4186
3000	3002	4141
3000	3002	4144
4000	4002	5641
4000	4002	5580
4000	4004	5457
4000	4000	5478
4000	3997	5570
4000	4001	5544
4000	4000	5565
4000	4000	5566
4000	3999	5521
4000	4000	5573
5000	5001	6898
5000	5001	6994
5000	5002	6937
5000	5003	6906
5000	5004	6961
5000	5002	6903
5000	5005	6899
5000	5002	6951
5000	5002	6876
5000	5001	6926
6000	6003	8400
6000	6002	8282
6000	6001	8368
6000	6001	8297
6000	6006	8326
6000	5999	8318
6000	5987	8274
6000	6005	8195
6000	6003	8410
6000	6000	8364
7000	7004	9726
7000	7007	9673
7000	7009	9784
7000	7006	9649
7000	6999	9656
7000	7001	9658
7000	7001	9735
7000	7000	9618
7000	7004	9825
7000	7003	9663
8000	8002	11110
8000	8010	11181
8000	8002	11109
8000	8010	11087
8000	8001	11077
8000	8004	10983
8000	8004	11097
8000	8008	11054
8000	8006	11070
8000	8002	11201
9000	8986	12514
9000	9003	12432
9000	8995	12508
9000	9001	12370
9000	9009	12539
9000	8984	12516
9000	8997	12395
9000	8996	12501
9000	8995	12416
9000	8992	12447
10000	9992	13841
10000	10004	13764
10000	9997	13834
10000	9996	13892
10000	10004	13831
10000	10003	13826
10000	9995	13894
10000	9991	13856
10000	9994	13705
10000	9995	13951
20000	19988	27690
20000	20026	27647
20000	19985	27666
20000	20011	27750
20000	19981	27879
20000	19992	27617
20000	19997	27943
20000	19986	27490
20000	19989	27675
20000	19994	27713
30000	29995	41601
30000	29987	41684
30000	29962	41330
30000	29972	41597
30000	29956	41650
30000	29984	41525
30000	29979	41630
30000	29958	41593
30000	29976	41322
30000	29994	41520
40000	39952	55568
40000	39996	55675
40000	39948	55476
40000	39962	55635
40000	39962	55348
40000	39955	55391
40000	40010	55419
40000	39976	55235
40000	39977	55550
40000	39952	55815
50000	49996	69342
50000	49955	69367
50000	50004	69392
50000	50000	69298
50000	49989	69416
50000	49981	69135
50000	49982	69256
50000	49968	69241
50000	49987	69315
50000	49969	69310
60000	60008	83419
60000	59980	83356
60000	59996	83085
60000	59982	83069
60000	59953	83505
60000	59930	83286
60000	60003	83076
60000	60046	82777
60000	59909	83531
60000	59936	83113
70000	69914	97127
70000	69981	96836
70000	69863	96977
70000	69938	96894
