1	1	1
1	1	1
1	1	1
1	1	1
1	1	1
2	2	5
2	2	2
2	2	2
2	2	2
2	2	2
3	3	4
3	3	3
3	3	3
3	3	3
3	3	4
4	4	6
4	4	5
4	4	6
4	4	5
4	4	4
5	5	6
5	5	7
5	5	5
5	5	6
5	5	7
6	6	7
6	6	6
6	6	12
6	6	6
6	6	7
7	7	9
7	7	8
7	7	9
7	7	12
7	7	8
8	8	10
8	8	8
8	8	11
8	8	8
8	8	12
9	9	10
9	9	11
9	9	13
9	9	15
9	9	12
10	10	13
10	10	12
10	10	12
10	10	13
10	10	12
20	20	29
20	20	22
20	20	27
20	20	26
20	20	25
30	30	39
30	30	38
30	30	46
30	30	39
30	30	42
40	40	49
40	40	50
40	40	55
40	40	58
40	40	52
50	50	66
50	50	73
50	50	67
50	50	76
50	50	65
60	60	85
60	60	81
60	60	73
60	60	80
60	60	93
70	70	92
70	70	98
70	70	99
70	70	98
70	70	101
80	80	103
80	80	103
80	80	110
80	80	110
80	80	110
90	90	118
90	90	134
90	90	108
90	90	114
90	90	118
100	100	138
100	100	141
100	100	126
100	100	120
100	100	144
200	200	277
200	200	282
200	200	290
200	200	282
200	200	282
300	300	414
300	300	413
300	300	443
300	300	405
300	300	411
400	401	563
400	401	556
400	397	543
400	400	556
400	401	570
500	499	689
500	499	690
500	499	695
500	501	694
500	500	693
600	599	865
600	595	832
600	599	804
600	598	833
600	601	831
700	700	994
700	702	978
700	702	966
700	698	958
700	701	975
800	800	1121
800	802	1129
800	799	1095
800	803	1067
800	800	1141
900	899	1273
900	899	1253
900	902	1269
900	901	1242
900	901	1279
1000	1001	1382
1000	1002	1354
1000	1004	1365
1000	1001	1383
1000	1001	1399
2000	2003	2758
2000	1995	2825
2000	2003	2722
2000	1998	2826
2000	2001	2788
3000	3014	4201
3000	3005	4179
3000	3018	4026
3000	3002	4202
3000	3003	4136
4000	4024	5532
4000	4005	5536
4000	4008	5571
4000	4011	5598
4000	4011	5504
5000	5020	6904
5000	4982	6949
5000	5020	7008
5000	4993	7001
5000	4994	6991
6000	6000	8345
6000	6020	8338
6000	6014	8227
6000	6022	8312
6000	6024	8360
7000	7032	9766
7000	7006	9829
7000	7028	9634
7000	7025	9558
7000	7032	9650
8000	8039	11144
8000	8016	10916
8000	8030	11069
8000	8012	11085
8000	8044	11159
9000	9025	12407
9000	9015	12480
9000	8998	12483
9000	9034	12548
9000	9001	12518
10000	9999	13921
10000	10061	13729
10000	10023	13821
10000	10075	13816
10000	10006	13757
20000	20116	27756
20000	19957	27530
20000	20045	27810
20000	20063	27817
20000	20097	27747
30000	29901	41568
30000	29879	41585
30000	29973	41768
30000	29875	41263
30000	29912	41791
40000	39872	55348
40000	40161	55606
40000	40059	55529
40000	39988	55544
40000	40012	55368
50000	50225	69094
50000	49940	69535
50000	49935	69310
50000	49830	69190
50000	49944	69101
60000	59776	83014
60000	59841	83203
60000	59973	83326
60000	60028	83495
60000	60258	83159
70000	69796	96904
70000	69888	96999
70000	69628	96339
70000	70372	97462
70000	70226	97066
80000	80168	110997
80000	80059	110844
80000	80427	110833
80000	80137	111134
80000	80229	110663
90000	90381	125173
90000	90053	124986
90000	89974	124233
90000	90045	124975
90000	89447	124919
100000	100075	138511
100000	99827	138026
100000	100154	138252
100000	99947	138995
100000	99850	138536
200000	200943	277226
200000	197698	277184
200000	201007	277599
200000	198644	276792
200000	201028	276982
300000	302241	415560
300000	300356	416141
300000	296371	415172
300000	299097	416239
300000	301540	416198
400000	394210	555062
400000	397142	554500
400000	396715	555000
400000	396291	555081
400000	401572	554272
500000	508438	693199
500000	490172	692996
500000	488424	693805
500000	497670	693117
500000	503916	692619
600000	609392	832206
600000	575915	831796
600000	635965	831316
600000	569669	832179
600000	599290	832042
